rcid,session,date,unres,me,nu,di,hr,co,ec
1999,34,12/2/1979,R/34/192,0,0,0,0,1,0
1984,34,12/3/1979,R/34/92G,0,0,0,0,1,0
2056,34,11/1/1979,R/34/40,0,0,0,0,1,0
2134,35,12/7/1980,R/35/152D,0,1,0,0,0,0
2075,34,12/4/1979,R/34/223A,0,0,0,0,0,0
2243,36,12/6/1981,R/36/92E,0,1,0,0,0,0
2054,34,11/1/1979,R/34/37,0,0,0,0,1,0
2305,36,11/3/1981,R/36/52,0,0,0,0,0,0
2281,36,12/6/1981,R/36/150,1,0,0,0,0,0
2156,35,12/6/1980,R/35/122F,1,0,0,1,0,0
2266,36,10/1/1981,R/36/15,1,0,0,0,0,0
1852,33,1/5/1979,R/33/183D,1,0,0,0,0,0
2267,36,12/6/1981,R/36/146A,1,0,0,0,0,0
2279,36,12/6/1981,R/36/147G,1,0,0,0,0,0
2276,36,12/6/1981,R/36/147D,1,0,0,0,1,0
1973,34,11/7/1979,R/34/30,0,0,0,0,0,0
2282,36,12/1/1981,R/36/73,1,0,0,0,1,1
2153,35,12/6/1980,R/35/122C,1,0,0,1,1,0
1892,33,12/7/1978,R/33/112C,1,0,0,0,0,0
1894,33,12/7/1978,R/33/112F,1,0,0,0,0,0
1896,33,12/7/1978,R/33/113B,1,0,0,0,1,0
2155,35,12/6/1980,R/35/122E,1,0,0,0,0,0
2106,35,12/3/1980,R/35/169E,1,0,0,0,0,0
2211,36,12/7/1981,R/36/120E,1,0,0,0,0,0
2028,34,12/3/1979,R/34/90C,1,0,0,0,1,0
2274,36,12/6/1981,R/36/147B,1,0,0,0,1,0
2152,35,12/6/1980,R/35/122B,1,0,0,0,1,0
1983,34,12/3/1979,R/34/92F,0,0,0,0,1,0
2077,34,12/4/1979,R/34/227,0,0,0,0,0,1
2167,35,12/3/1980,R/35/174,0,0,0,1,0,1
2033,34,12/5/1979,R/34/136,1,0,0,0,1,1
2284,36,12/7/1981,R/36/173,1,0,0,0,1,0
1860,33,1/5/1979,R/33/183M,0,1,0,0,0,0
1943,33,12/1/1978,R/33/116A/I,0,0,0,0,0,0
2220,36,12/7/1981,R/36/172B,0,0,0,0,0,0
1996,34,12/1/1979,R/34/93R,0,0,0,1,0,0
2003,34,12/2/1979,R/34/78,0,1,1,0,0,0
2130,35,12/7/1980,R/35/148,0,1,1,0,0,0
2005,34,12/2/1979,R/34/80B,0,0,0,0,0,0
2203,36,11/4/1981,R/36/39,0,0,0,0,0,0
1901,33,12/4/1978,R/33/89,0,0,0,0,0,0
1924,33,12/2/1978,R/33/174,0,0,0,1,0,0
2059,34,10/6/1979,R/34/6A,0,0,0,0,0,0
2093,34,12/3/1979,R/34/449,0,0,0,0,0,0
2171,35,12/3/1980,R/35/192,0,0,0,1,0,0
1926,33,12/2/1978,R/33/176,0,0,0,1,0,0
2251,36,12/6/1981,R/36/96A,0,0,1,0,0,0
2013,34,12/2/1979,R/34/87C,0,1,0,0,0,0
2259,36,12/6/1981,R/36/97K,0,0,1,0,0,0
1903,33,12/1/1978,R/33/136,0,0,0,0,0,1
1843,33,12/3/1978,R/33/28C,1,0,0,1,0,0
2112,35,12/4/1980,R/35/206F,0,0,0,0,0,1
1879,33,12/4/1978,R/33/73,0,0,0,0,0,0
2265,36,12/6/1981,R/36/104,0,0,0,0,0,0
1846,33,12/2/1978,R/33/45,0,0,0,0,1,0
2247,36,12/6/1981,R/36/92J,0,1,1,0,0,0
2183,35,12/5/1980,R/35/113,0,0,0,0,0,0
2293,36,11/2/1981,R/36/19,0,0,0,0,0,0
2294,36,11/2/1981,R/36/21,0,0,0,0,0,0
2228,36,12/7/1981,R/36/172K,0,0,0,1,0,0
2157,35,12/6/1980,R/35/123,0,0,0,0,0,0
2029,34,12/3/1979,R/34/91,0,0,0,0,0,0
2187,35,12/5/1980,R/35/214A,0,0,0,0,0,0
2325,36,12/7/1981,R/36/106,0,0,0,0,0,0
2137,35,12/7/1980,R/35/152J,0,0,1,0,0,0
2292,36,11/2/1981,R/36/18,0,0,0,0,0,0
2172,35,12/3/1980,R/35/198,0,0,0,0,0,1
2160,35,12/7/1980,R/35/58,0,0,0,0,0,1
2019,34,12/5/1979,R/34/101,0,0,0,0,0,0
1912,33,11/7/1978,R/33/23,0,0,0,1,1,0
2012,34,12/2/1979,R/34/86,0,1,1,0,0,0
2161,35,12/7/1980,R/35/60,0,0,0,0,0,0
2241,36,12/6/1981,R/36/92C,0,0,1,0,0,0
1986,34,12/3/1979,R/34/93C,0,0,0,0,0,0
1952,33,12/1/1978,R/33/118,0,0,0,0,0,0
1922,33,12/2/1978,R/33/163,0,0,0,0,0,1
1957,33,12/3/1978,R/33/180A,0,0,0,0,0,0
1941,33,12/3/1978,R/33/13F,0,0,0,0,0,0
1951,33,1/3/1979,R/33/116C/X,0,0,0,0,0,0
1955,33,12/1/1978,R/33/121A,0,0,0,0,0,0
1956,33,12/2/1978,R/33/143,0,0,0,0,0,0
1944,33,12/1/1978,R/33/116A/IV,0,0,0,0,0,0
1963,33,1/3/1979,R/33/205C,0,0,0,0,0,0
1942,33,11/2/1978,R/33/14,1,0,0,0,0,0
1960,33,1/3/1979,R/33/204,0,0,0,0,0,0
1959,33,12/3/1978,R/33/181,0,0,0,0,0,0
2262,36,12/6/1981,R/36/100,0,1,1,0,0,0
1919,33,12/5/1978,R/33/100,0,0,0,1,0,0
2018,34,12/5/1979,R/34/100,0,0,0,0,1,0
1874,33,12/3/1978,R/33/71C,0,1,0,0,0,0
2210,36,12/7/1981,R/36/120D,1,0,0,0,1,0
2102,35,12/3/1980,R/35/169A,1,0,0,0,0,0
1974,34,11/2/1979,R/34/65A,1,0,0,0,0,0
2126,35,12/7/1980,R/35/145A,0,1,0,0,0,0
1918,33,12/5/1978,R/33/99,0,0,0,1,0,0
1859,33,1/5/1979,R/33/183L,0,0,0,1,0,0
2260,36,12/6/1981,R/36/98,1,1,0,0,0,0
2297,36,12/4/1981,R/36/133,0,0,0,1,0,0
2178,35,11/2/1980,R/35/29,0,0,0,0,1,0
2144,35,12/7/1980,R/35/156I,0,0,1,0,0,0
2258,36,12/6/1981,R/36/97J,0,0,1,0,0,0
2273,36,12/6/1981,R/36/147A,1,0,0,1,1,0
2039,34,12/3/1979,R/34/211,0,0,0,0,0,1
2098,35,12/6/1980,R/35/118,0,0,0,1,1,0
2058,34,11/1/1979,R/34/42,0,0,0,0,1,0
2175,35,11/2/1980,R/35/26,0,0,0,0,1,0
2302,36,11/3/1981,R/36/49,0,0,0,0,1,0
2053,34,11/1/1979,R/34/33,0,0,0,0,1,0
2000,34,12/2/1979,R/34/73,0,1,0,0,0,0
2239,36,12/6/1981,R/36/88,0,1,1,0,0,0
1998,34,12/4/1979,R/34/95,0,0,0,0,1,0
1861,33,1/5/1979,R/33/183N,0,0,0,1,0,0
2245,36,12/6/1981,R/36/92H,0,0,1,0,0,0
2283,36,12/6/1981,R/36/145,0,0,0,0,0,1
1930,33,12/2/1978,R/33/36,0,0,0,0,1,0
2174,35,11/2/1980,R/35/20,0,0,0,0,1,0
1934,33,12/2/1978,R/33/39,0,0,0,0,1,0
2149,35,11/1/1980,R/35/13E,1,0,0,0,1,0
2268,36,12/6/1981,R/36/146B,1,0,0,1,1,0
1881,33,12/4/1978,R/33/75,0,0,0,0,1,0
2107,35,12/4/1980,R/35/206A,0,0,0,0,0,0
2043,34,11/3/1979,R/34/44,0,0,0,0,1,0
2231,36,12/7/1981,R/36/172N,0,0,0,1,0,0
2252,36,12/6/1981,R/36/96B,0,0,1,0,0,0
2036,34,12/3/1979,R/34/198,0,0,0,0,0,1
2285,36,12/7/1981,R/36/175,0,0,0,0,0,1
2096,35,11/4/1980,R/35/37,0,0,0,0,1,0
2202,36,11/4/1981,R/36/34,0,0,0,0,1,0
1978,34,12/4/1979,R/34/69,0,0,0,0,1,0
2097,35,11/5/1980,R/35/43,0,0,0,0,1,0
2206,36,12/7/1981,R/36/105,0,0,0,0,1,0
1928,33,12/2/1978,R/33/31A,0,0,0,0,0,0
2139,35,12/7/1980,R/35/155,0,1,0,0,0,0
2250,36,12/6/1981,R/36/95,0,1,0,0,0,0
2176,35,11/2/1980,R/35/27,0,0,0,0,1,0
2086,34,12/4/1979,R/34/233/XII,0,0,0,0,0,0
1913,33,11/7/1978,R/33/24,0,0,0,1,1,0
2040,34,12/3/1979,R/34/216,0,0,0,0,0,0
2123,35,12/7/1980,R/35/142B,0,0,0,0,0,0
2011,34,12/2/1979,R/34/85,0,1,1,0,0,0
1883,33,12/5/1978,R/33/91B,0,0,0,0,0,0
2124,35,12/7/1980,R/35/143,0,1,1,0,0,0
2299,36,12/6/1981,R/36/155,0,0,1,0,0,0
2300,36,12/6/1981,R/36/157,0,0,0,1,0,0
2051,34,12/1/1979,R/34/179,0,0,0,1,0,0
2286,36,12/7/1981,R/36/188,0,0,1,0,0,0
2057,34,11/1/1979,R/34/41,0,0,0,0,1,0
2213,36,12/7/1981,R/36/121A,0,0,0,0,1,0
2129,35,12/7/1980,R/35/146B,0,1,1,0,0,0
2237,36,12/6/1981,R/36/86B,0,1,1,0,0,0
2275,36,12/6/1981,R/36/147C,1,0,0,0,1,0
2044,34,11/3/1979,R/34/46,0,0,0,1,0,0
2198,36,10/1/1981,R/36/5,0,0,0,0,0,0
2219,36,12/7/1981,R/36/172A,0,0,0,0,0,0
2127,35,12/7/1980,R/35/145B,0,1,0,0,0,0
2037,34,12/3/1979,R/34/199,0,0,0,0,0,0
1975,34,11/2/1979,R/34/65B,1,0,0,0,1,0
2073,34,12/4/1979,R/34/222A,0,0,0,0,0,0
2066,34,12/1/1979,R/34/9D,1,0,0,0,0,0
1866,33,12/3/1978,R/33/64,1,1,1,0,0,0
1991,34,12/3/1979,R/34/93J,0,0,0,1,0,0
2216,36,12/7/1981,R/36/121D,0,0,0,0,0,0
1982,34,12/3/1979,R/34/92C,0,0,0,0,0,0
1989,34,12/3/1979,R/34/93F,0,0,0,0,0,0
2214,36,12/7/1981,R/36/121B,0,0,0,0,1,0
1872,33,12/3/1978,R/33/71A,1,0,1,0,0,0
2111,35,12/4/1980,R/35/206E,0,0,0,0,0,0
1873,33,12/3/1978,R/33/71B,0,1,1,0,0,0
1856,33,1/5/1979,R/33/183I,0,0,0,1,0,0
2226,36,12/7/1981,R/36/172H,0,0,0,0,0,0
2217,36,12/7/1981,R/36/121E,0,0,0,0,0,0
1958,33,12/3/1978,R/33/180C,0,0,0,0,0,0
2014,34,12/2/1979,R/34/87D,0,1,1,0,0,0
1842,33,12/3/1978,R/33/28B,1,0,0,1,0,0
2101,35,12/7/1980,R/35/159,0,0,0,0,0,0
1931,33,12/2/1978,R/33/37,0,0,0,0,1,0
2165,35,12/6/1980,R/35/130B,0,0,0,1,0,0
1921,33,12/5/1978,R/33/106,0,0,0,1,0,0
1916,33,12/3/1978,R/33/53,0,0,0,1,0,0
1947,33,12/3/1978,R/33/116B,0,0,1,0,0,0
2310,36,12/1/1981,R/36/231A,0,0,0,0,0,0
1869,33,12/3/1978,R/33/66B,0,1,1,0,0,0
2244,36,12/6/1981,R/36/92F,0,0,1,0,0,0
1877,33,12/3/1978,R/33/72A,0,1,1,0,0,0
1889,33,12/5/1978,R/33/91H,0,1,1,0,0,0
2131,35,12/7/1980,R/35/149,0,0,1,0,0,0
2009,34,12/2/1979,R/34/83J,0,1,1,0,0,0
1888,33,12/5/1978,R/33/91G,0,0,1,0,0,0
2141,35,12/7/1980,R/35/156C,0,1,1,0,0,0
2256,36,12/6/1981,R/36/97E,0,1,1,0,0,0
2143,35,12/7/1980,R/35/156H,0,1,1,0,0,0
1868,33,12/3/1978,R/33/66A,0,0,1,0,0,0
2248,36,12/6/1981,R/36/92K,0,1,1,0,0,0
2104,35,12/3/1980,R/35/169C,1,0,0,1,0,0
1948,33,1/3/1979,R/33/116C/II,0,0,0,0,0,0
2254,36,12/6/1981,R/36/97A,0,0,1,0,0,0
2015,34,12/2/1979,R/34/87E,0,0,1,0,0,0
2045,34,11/3/1979,R/34/47,0,0,0,1,0,0
2074,34,12/4/1979,R/34/222C,0,0,0,0,0,0
2078,34,12/4/1979,R/34/229,0,0,0,1,0,0
2092,34,12/2/1979,R/34/422,0,1,1,0,0,0
2069,34,12/1/1979,R/34/166,0,0,0,0,0,0
2091,34,12/1/1979,R/34/150,0,0,0,0,0,1
2007,34,12/2/1979,R/34/83E,0,0,0,0,0,0
2071,34,12/4/1979,R/34/220,0,0,0,0,0,0
2070,34,12/4/1979,R/34/219,0,0,0,0,0,0
1880,33,12/4/1978,R/33/74,0,0,0,0,0,0
2136,35,12/7/1980,R/35/152I,0,0,1,0,0,0
2317,36,12/1/1981,R/36/235/XII,0,0,0,0,0,0
2330,36,12/6/1981,R/36/435,0,0,0,1,0,0
2253,36,12/6/1981,R/36/96C,0,0,1,0,0,0
2319,36,12/1/1981,R/36/237,0,0,0,0,0,0
2205,36,12/5/1981,R/36/69,0,0,0,0,1,0
2100,35,12/6/1980,R/35/120,0,0,0,0,1,0
2288,36,12/7/1981,R/36/225,0,0,0,0,0,1
2105,35,12/3/1980,R/35/169D,1,0,0,1,0,0
2229,36,12/7/1981,R/36/172L,0,0,0,0,0,0
1876,33,12/3/1978,R/33/71J,0,0,0,0,0,0
2199,36,10/7/1981,R/36/7,0,0,1,0,0,0
1865,33,12/3/1978,R/33/63,0,1,1,0,0,0
1863,33,12/3/1978,R/33/57,0,1,1,0,0,0
1857,33,1/5/1979,R/33/183J,0,0,0,1,0,0
2269,36,12/6/1981,R/36/146C,1,0,0,0,0,0
1938,33,12/4/1978,R/33/13C,0,0,0,0,0,0
2318,36,12/1/1981,R/36/235/XVI,0,0,0,0,0,0
1902,33,12/7/1978,R/33/110,1,0,0,0,0,1
1904,33,12/1/1978,R/33/137,0,0,0,0,0,0
1870,33,12/3/1978,R/33/67,0,0,0,0,0,0
1885,33,12/5/1978,R/33/91D,0,1,1,0,0,0
1848,33,12/3/1978,R/33/182B,0,0,0,0,0,0
1854,33,1/5/1979,R/33/183G,0,1,1,0,0,0
2222,36,12/7/1981,R/36/172D,0,0,0,0,0,0
1987,34,12/3/1979,R/34/93D,0,1,0,0,0,0
2119,35,12/4/1980,R/35/206O,0,0,0,0,0,0
2128,35,12/7/1980,R/35/146A,0,1,1,0,0,0
2113,35,12/4/1980,R/35/206G,0,0,0,1,0,0
2328,36,12/1/1981,R/36/122,0,0,0,0,0,0
1908,33,12/2/1978,R/33/155,0,0,0,0,0,0
1915,33,12/3/1978,R/33/50,0,0,0,0,0,0
2195,35,12/3/1980,R/35/166,0,0,0,0,0,0
2326,36,12/7/1981,R/36/107,0,0,0,0,0,0
2020,34,12/5/1979,R/34/103,0,0,0,0,1,0
2320,36,12/1/1981,R/36/240A,0,0,0,0,0,0
2076,34,12/4/1979,R/34/223B,0,0,0,0,0,0
2313,36,12/1/1981,R/36/234B,0,0,0,0,0,0
2312,36,12/1/1981,R/36/234A,0,0,0,0,0,0
2082,34,12/4/1979,R/34/232,0,0,0,0,0,0
2323,36,12/1/1981,R/36/242,0,0,0,0,0,0
1962,33,1/3/1979,R/33/205B,0,0,0,0,0,0
1946,33,12/3/1978,R/33/116B/VII,0,0,0,0,0,0
1933,33,12/2/1978,R/33/38B,0,0,0,0,1,0
2016,34,12/2/1979,R/34/88,0,1,1,0,0,0
2164,35,12/6/1980,R/35/130A,0,0,0,0,0,0
2296,36,11/4/1981,R/36/56A,0,0,0,0,0,0
2148,35,11/1/1980,R/35/13B,1,0,0,0,0,0
2272,36,12/6/1981,R/36/146H,1,0,0,0,0,0
2163,35,11/2/1980,R/35/39,0,0,0,1,0,0
2158,35,12/6/1980,R/35/124,0,0,0,0,1,0
2201,36,11/6/1981,R/36/27,1,0,0,0,0,0
2233,36,12/7/1981,R/36/226A,1,0,0,0,1,0
1994,34,12/3/1979,R/34/93P,1,0,0,0,0,0
2223,36,12/7/1981,R/36/172E,1,1,0,0,0,0
1935,33,12/2/1978,R/33/40,0,0,0,0,0,0
2114,35,12/4/1980,R/35/206H,1,0,0,0,0,0
1985,34,12/3/1979,R/34/93A,0,0,0,0,0,0
2230,36,12/7/1981,R/36/172M,1,1,0,0,0,0
2290,36,10/1/1981,R/36/12,0,0,0,1,0,0
2177,35,11/2/1980,R/35/28,0,1,0,0,0,1
2151,35,12/6/1980,R/35/122A,1,0,0,1,1,0
2090,34,12/1/1979,R/34/147,0,0,0,0,0,0
2031,34,12/5/1979,R/34/113,1,0,0,0,1,0
2046,34,11/3/1979,R/34/48,0,0,0,1,0,0
1936,33,12/2/1978,R/33/41,0,0,0,0,1,0
1909,33,12/2/1978,R/33/159,0,0,0,0,0,1
2030,34,11/2/1979,R/34/55,0,0,0,0,0,1
1907,33,12/2/1978,R/33/151,0,0,0,0,0,0
1906,33,12/2/1978,R/33/150,0,0,0,0,0,1
2002,34,12/2/1979,R/34/77,1,1,1,0,0,0
1992,34,12/3/1979,R/34/93L,0,0,0,1,0,0
2225,36,12/7/1981,R/36/172G,0,0,0,0,0,0
2263,36,12/6/1981,R/36/102,0,0,1,0,0,0
2255,36,12/6/1981,R/36/97C,0,0,1,0,0,0
2168,35,12/3/1980,R/35/185,0,0,0,1,0,0
2166,35,12/6/1980,R/35/136,0,0,0,1,0,0
1900,33,12/4/1978,R/33/85,0,0,0,0,0,1
2159,35,12/7/1980,R/35/57,0,0,0,0,0,1
2301,36,11/3/1981,R/36/46,0,0,0,0,0,0
1867,33,12/3/1978,R/33/65,0,1,1,0,0,0
2110,35,12/4/1980,R/35/206D,0,0,0,0,0,0
1981,34,12/3/1979,R/34/92B,0,0,0,0,0,0
2004,34,12/2/1979,R/34/80A,0,0,0,0,0,0
1871,33,12/3/1978,R/33/68,0,0,0,0,0,0
1878,33,12/3/1978,R/33/72B,0,1,1,0,0,0
2169,35,12/3/1980,R/35/188,0,0,0,0,0,0
2133,35,12/7/1980,R/35/152C,,,,,,
2006,34,12/2/1979,R/34/83B,0,0,1,0,0,0
1882,33,12/4/1978,R/33/76,0,0,0,0,0,0
1910,33,1/3/1979,R/33/196,0,0,0,0,0,0
1911,33,1/3/1979,R/33/199,0,0,0,0,0,1
1914,33,12/3/1978,R/33/48,0,0,0,0,0,0
1923,33,12/2/1978,R/33/172,0,0,0,0,0,0
1844,33,12/3/1978,R/33/29,1,0,0,0,1,0
2032,34,12/5/1979,R/34/133,1,0,0,0,0,0
1995,34,12/3/1979,R/34/93Q,0,0,0,0,0,1
2121,35,12/4/1980,R/35/206Q,0,0,0,0,0,1
2232,36,12/7/1981,R/36/172O,0,0,0,0,0,1
1862,33,1/5/1979,R/33/183O,0,0,0,0,0,1
1927,33,1/3/1979,R/33/184,0,0,0,1,0,0
1864,33,12/3/1978,R/33/60,0,1,1,0,0,0
2055,34,11/1/1979,R/34/38,0,0,0,0,1,0
1875,33,12/3/1978,R/33/71H,0,1,0,0,0,0
2047,34,12/1/1979,R/34/158,0,0,0,1,1,0
2289,36,10/1/1981,R/36/8,1,1,0,0,0,0
2010,34,12/2/1979,R/34/84,0,1,1,0,0,0
2249,36,12/6/1981,R/36/94,0,1,1,0,0,0
2308,36,12/7/1981,R/36/116A,1,0,0,0,0,0
1851,33,1/5/1979,R/33/183C,0,0,0,0,1,0
2142,35,12/7/1980,R/35/156F,0,0,1,0,0,0
1961,33,1/3/1979,R/33/205A,0,0,0,0,0,0
2629,38,12/7/1983,R/38/236A,0,0,0,0,0,0
2774,39,12/2/1984,R/39/236/III,0,0,0,0,0,0
1014,22,6/3/1968,,0,1,1,0,0,0
2775,39,12/2/1984,R/39/236/XI,0,0,0,0,0,0
2630,38,12/7/1983,R/38/236C,0,0,0,0,0,0
2768,39,12/3/1984,R/39/41,0,0,0,0,1,0
2727,39,12/5/1984,R/39/98A,0,0,0,0,0,0
1945,33,12/1/1978,R/33/116A/VI,0,0,0,0,0,0
1966,33,12/3/1978,R/33/439,0,0,0,1,0,0
2462,37,11/4/1982,R/37/29,0,0,0,0,1,0
1632,30,12/3/1975,R/30/3420,0,0,0,0,1,0
1813,32,11/4/1977,R/32/33,0,0,0,0,1,0
1712,31,11/3/1976,R/31/30,0,0,0,0,1,0
1816,32,11/4/1977,R/32/36,0,0,0,0,1,0
1587,30,12/6/1975,R/30/3482,0,0,0,0,1,0
1669,31,12/2/1976,R/31/144,0,0,0,0,1,0
2465,37,11/4/1982,R/37/32,0,0,0,0,1,0
1711,31,11/3/1976,R/31/29,0,0,0,0,1,0
2340,37,11/7/1982,R/37/36,0,0,0,0,1,0
1635,30,12/3/1975,R/30/3429,0,0,0,0,1,0
1967,33,12/3/1978,R/33/440,0,0,0,0,0,0
1840,33,11/2/1978,R/33/17,0,0,0,0,0,0
2644,39,11/6/1984,R/39/11,0,0,0,1,0,0
1968,33,12/3/1978,R/33/442,0,0,0,0,0,0
1971,34,9/5/1979,R/34/2A,0,0,0,0,0,0
2691,39,12/3/1984,R/39/65E,0,0,1,0,0,0
1953,33,12/1/1978,R/33/119,0,0,0,0,0,0
1890,33,12/5/1978,R/33/422,0,0,0,0,0,0
2623,38,12/7/1983,R/38/226,0,0,0,0,0,0
2505,38,12/6/1983,R/38/39B,0,0,0,1,0,0
2666,39,12/5/1984,R/39/93,0,0,0,0,1,0
2627,38,12/7/1983,R/38/234/XII,0,0,0,0,0,0
1950,33,1/3/1979,R/33/116C/VII,0,0,0,0,0,0
2420,37,12/2/1982,R/37/94B,0,0,0,0,0,0
2508,38,12/6/1983,R/38/39E,0,0,0,1,0,0
2366,37,12/5/1982,R/37/233A,0,0,0,0,1,0
1720,31,12/5/1976,R/31/147,0,0,0,0,1,0
2368,37,12/5/1982,R/37/233C,0,0,0,0,0,0
1746,32,11/1/1977,R/32/9F,0,0,0,0,0,0
2700,39,12/1/1984,R/39/148H,0,0,1,0,0,0
2479,37,12/6/1982,R/37/237/XII,0,0,0,0,0,0
2540,38,12/2/1983,R/38/73G,0,1,1,0,0,0
2553,38,12/7/1983,R/38/183G,0,1,1,0,0,0
2507,38,12/6/1983,R/38/39D,0,0,0,0,0,0
2495,38,11/6/1983,R/38/12,0,0,0,0,0,0
2503,38,12/3/1983,R/38/36E,0,0,0,0,0,0
2625,38,12/7/1983,R/38/232,0,0,0,0,0,0
2588,38,12/2/1983,R/38/83F,1,0,0,0,0,0
2542,38,12/2/1983,R/38/74,0,1,1,0,0,0
2591,38,12/2/1983,R/38/83I,1,0,0,0,0,0
2519,38,12/7/1983,R/38/58D,1,0,0,0,0,0
2616,38,12/3/1983,R/38/124,0,0,0,1,0,0
2566,38,12/7/1983,R/38/188E,0,1,1,0,0,0
2529,38,12/2/1983,R/38/63,0,1,1,0,0,0
2517,38,12/7/1983,R/38/58B,1,0,0,1,0,0
2603,38,12/7/1983,R/38/196,0,0,0,0,0,1
2541,38,12/2/1983,R/38/73H,0,0,1,0,0,0
2502,38,12/3/1983,R/38/36D,0,0,0,0,0,0
2559,38,12/7/1983,R/38/183N,0,1,1,0,0,0
2504,38,12/6/1983,R/38/39A,0,0,0,1,0,0
2660,39,12/4/1984,R/39/72D,0,0,0,1,0,0
1726,31,12/7/1976,R/31/5B,0,0,0,0,0,0
2590,38,12/2/1983,R/38/83H,1,0,0,0,0,0
2568,38,12/7/1983,R/38/188G,0,1,1,0,0,0
1835,32,12/1/1977,R/32/450C,0,0,0,0,0,0
1832,32,12/1/1977,R/32/214,0,0,0,0,0,0
1650,30,12/5/1975,R/30/3540,0,0,0,0,0,0
2353,37,12/1/1982,R/37/69J,0,0,0,0,0,0
2477,37,12/6/1982,R/37/237/II,0,0,0,0,0,1
2521,38,12/1/1983,R/38/59A,0,0,0,0,0,0
2657,39,12/4/1984,R/39/72A,0,0,0,0,0,0
2662,39,12/4/1984,R/39/72G,0,0,0,1,0,0
2704,39,12/1/1984,R/39/148M,0,0,1,0,0,0
2578,38,12/2/1983,R/38/79E,1,0,0,0,0,0
2612,38,12/3/1983,R/38/107,0,0,0,0,0,0
2689,39,12/3/1984,R/39/65A,0,0,1,0,0,0
2363,37,12/1/1982,R/37/123E,1,0,0,0,0,0
2513,38,12/6/1983,R/38/39K,0,0,0,1,0,0
2702,39,12/1/1984,R/39/148K,0,1,1,0,0,0
2584,38,12/2/1983,R/38/82B,0,0,0,0,0,0
2690,39,12/3/1984,R/39/65B,0,0,1,0,0,0
2675,39,12/3/1984,R/39/57,0,1,0,0,0,0
2676,39,12/3/1984,R/39/58,0,1,0,0,0,0
2531,38,12/2/1983,R/38/67,0,1,1,0,0,0
2547,38,12/7/1983,R/38/182,0,1,1,0,0,1
2711,39,12/1/1984,R/39/151E,0,0,1,0,0,0
2674,39,12/3/1984,R/39/55,0,1,1,0,0,0
2735,39,12/5/1984,R/39/99I,1,0,0,0,1,0
2598,38,12/6/1983,R/38/154,0,0,0,0,0,0
2556,38,12/7/1983,R/38/183J,0,1,1,0,0,0
2570,38,12/7/1983,R/38/188I,0,1,0,0,0,0
2634,38,12/6/1983,R/38/128,0,0,0,0,0,0
2626,38,12/7/1983,R/38/233,0,0,0,0,0,0
1749,32,11/6/1977,R/32/15,0,0,0,0,0,0
2560,38,12/7/1983,R/38/183P,0,0,0,0,0,0
1787,32,12/7/1977,R/32/90C,1,0,0,0,0,0
1688,31,11/4/1976,R/31/15E,1,0,0,0,0,0
1757,32,12/1/1977,R/32/105F,0,0,0,0,0,1
2424,37,12/1/1982,R/37/120F,1,0,0,0,0,0
1695,31,12/6/1976,R/31/157,0,0,0,0,0,1
1647,30,12/5/1975,R/30/3538,0,0,0,0,0,0
2406,37,12/5/1982,R/37/100A,0,1,1,0,0,0
1629,30,12/3/1975,R/30/3521,0,0,0,1,0,0
2397,37,12/5/1982,R/37/98D,0,0,1,0,0,0
1784,32,12/6/1977,R/32/154,0,0,0,0,0,0
2450,37,12/2/1982,R/37/43,0,0,0,0,1,0
1802,32,11/4/1977,R/32/14,0,0,0,0,1,0
2552,38,12/7/1983,R/38/183F,0,0,1,0,0,0
2663,39,12/4/1984,R/39/73,0,0,0,0,0,0
1641,30,12/7/1975,R/30/3485,0,0,0,0,1,0
2409,37,12/5/1982,R/37/100E,0,0,0,0,0,0
2378,37,12/1/1982,R/37/77B,0,0,0,0,0,0
2763,39,12/5/1984,R/39/133,0,0,0,0,0,1
2380,37,12/1/1982,R/37/78B,0,0,1,0,0,0
2403,37,12/5/1982,R/37/99G,0,1,0,0,0,0
2589,38,12/2/1983,R/38/83G,1,0,0,0,1,0
2736,39,12/5/1984,R/39/99J,1,0,0,0,0,0
2669,39,12/5/1984,R/39/146C,1,0,0,0,0,0
2381,37,12/1/1982,R/37/78C,0,1,1,0,0,0
2705,39,12/1/1984,R/39/148N,0,0,1,0,0,0
1742,32,11/5/1977,R/32/7,0,0,0,0,1,0
2476,37,12/6/1982,R/37/236B,1,0,0,0,0,0
2687,39,12/3/1984,R/39/63K,0,0,1,0,0,0
2344,37,12/2/1982,R/37/68,0,0,0,0,0,0
2783,39,12/4/1984,R/39/76,0,0,0,0,1,0
1799,32,12/6/1977,R/32/193,0,0,0,0,0,0
1721,31,12/5/1976,R/31/148,0,0,0,0,0,0
1747,32,11/1/1977,R/32/9G,0,0,0,0,0,0
2421,37,12/1/1982,R/37/120C,1,0,0,0,0,0
2602,38,12/6/1983,R/38/177,0,0,0,0,0,0
2440,37,12/5/1982,R/37/212,0,0,0,0,0,1
2516,38,12/7/1983,R/38/58A,1,0,0,1,0,0
1755,32,12/1/1977,R/32/105C,0,0,0,1,0,1
2414,37,12/2/1982,R/37/88C,1,0,0,1,1,0
1614,30,12/3/1975,R/30/3525A,1,0,0,1,1,0
1691,31,12/1/1976,R/31/106C,1,0,0,1,1,0
1791,32,12/7/1977,R/32/91C,1,0,0,1,1,0
